crown_id,individual,site,year,easting,northing,hsi_path,lidar_path,rgb_path,individual_id,species,species_name,label_site,height,stemDiameter,canopyPosition,plantStatus,plot
BONA_2019_NEON.PLA.D19.BONA.01448_3175,NEON.PLA.D19.BONA.01448,BONA,2019,475000,7226000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01448_3175.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01448_3175.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01448_3175.tif,NEON.PLA.D19.BONA.01448,BENE4,Betula neoalaskana Sarg.,BONA,10.9,15.6,Full sun,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01449_3174,NEON.PLA.D19.BONA.01449,BONA,2019,475000,7226000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01449_3174.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01449_3174.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01449_3174.tif,NEON.PLA.D19.BONA.01449,BENE4,Betula neoalaskana Sarg.,BONA,9.7,10.9,Full sun,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01450_3170,NEON.PLA.D19.BONA.01450,BONA,2019,475000,7226000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01450_3170.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01450_3170.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01450_3170.tif,NEON.PLA.D19.BONA.01450,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,9.4,17.5,Full sun,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01452_3168,NEON.PLA.D19.BONA.01452,BONA,2019,475000,7226000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01452_3168.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01452_3168.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01452_3168.tif,NEON.PLA.D19.BONA.01452,POTR5,Populus tremuloides Michx.,BONA,9.4,27.8,Full sun,"Live,  other damage",unknown
BONA_2019_NEON.PLA.D19.BONA.01454_3176,NEON.PLA.D19.BONA.01454,BONA,2019,475000,7226000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01454_3176.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01454_3176.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01454_3176.tif,NEON.PLA.D19.BONA.01454,BENE4,Betula neoalaskana Sarg.,BONA,14.1,22.7,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01455_3171,NEON.PLA.D19.BONA.01455,BONA,2019,475000,7226000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01455_3171.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01455_3171.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01455_3171.tif,NEON.PLA.D19.BONA.01455,BENE4,Betula neoalaskana Sarg.,BONA,10.8,20.4,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01481_864,NEON.PLA.D19.BONA.01481,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01481_864.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01481_864.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01481_864.tif,NEON.PLA.D19.BONA.01481,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,9.4,18.3,Full sun,"Live, disease damaged",unknown
BONA_2019_NEON.PLA.D19.BONA.01487_863,NEON.PLA.D19.BONA.01487,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01487_863.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01487_863.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01487_863.tif,NEON.PLA.D19.BONA.01487,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,6.4,12.8,Open grown,"Live, disease damaged",unknown
BONA_2019_NEON.PLA.D19.BONA.01493_870,NEON.PLA.D19.BONA.01493,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01493_870.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01493_870.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01493_870.tif,NEON.PLA.D19.BONA.01493,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,5.5,11.9,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01502_875,NEON.PLA.D19.BONA.01502,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01502_875.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01502_875.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01502_875.tif,NEON.PLA.D19.BONA.01502,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,8.7,16.5,Full sun,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01509_872,NEON.PLA.D19.BONA.01509,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01509_872.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01509_872.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01509_872.tif,NEON.PLA.D19.BONA.01509,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,7.7,11.8,Full sun,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01516_866,NEON.PLA.D19.BONA.01516,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01516_866.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01516_866.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01516_866.tif,NEON.PLA.D19.BONA.01516,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,5.8,12.3,Full sun,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01517_876,NEON.PLA.D19.BONA.01517,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01517_876.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01517_876.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01517_876.tif,NEON.PLA.D19.BONA.01517,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,6.2,10.7,Full sun,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01518_869,NEON.PLA.D19.BONA.01518,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01518_869.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01518_869.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01518_869.tif,NEON.PLA.D19.BONA.01518,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,6.1,10.9,Mostly shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01520_860,NEON.PLA.D19.BONA.01520,BONA,2019,474000,7230000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01520_860.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01520_860.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01520_860.tif,NEON.PLA.D19.BONA.01520,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,8.8,13.1,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01560_166,NEON.PLA.D19.BONA.01560,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01560_166.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01560_166.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01560_166.tif,NEON.PLA.D19.BONA.01560,BENE4,Betula neoalaskana Sarg.,BONA,12.4,15.0,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01561_168,NEON.PLA.D19.BONA.01561,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01561_168.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01561_168.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01561_168.tif,NEON.PLA.D19.BONA.01561,POTR5,Populus tremuloides Michx.,BONA,14.4,28.3,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01563B_167,NEON.PLA.D19.BONA.01563B,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01563B_167.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01563B_167.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01563B_167.tif,NEON.PLA.D19.BONA.01563B,BENE4,Betula neoalaskana Sarg.,BONA,,9.0,,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01564B_165,NEON.PLA.D19.BONA.01564B,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01564B_165.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01564B_165.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01564B_165.tif,NEON.PLA.D19.BONA.01564B,BENE4,Betula neoalaskana Sarg.,BONA,,12.9,,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01566_171,NEON.PLA.D19.BONA.01566,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01566_171.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01566_171.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01566_171.tif,NEON.PLA.D19.BONA.01566,POTR5,Populus tremuloides Michx.,BONA,4.6,15.3,Mostly shaded,"Dead, broken bole",unknown
BONA_2019_NEON.PLA.D19.BONA.01567_172,NEON.PLA.D19.BONA.01567,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01567_172.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01567_172.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01567_172.tif,NEON.PLA.D19.BONA.01567,POTR5,Populus tremuloides Michx.,BONA,12.8,21.3,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01568_170,NEON.PLA.D19.BONA.01568,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01568_170.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01568_170.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01568_170.tif,NEON.PLA.D19.BONA.01568,BENE4,Betula neoalaskana Sarg.,BONA,12.0,26.1,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01570_169,NEON.PLA.D19.BONA.01570,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01570_169.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01570_169.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01570_169.tif,NEON.PLA.D19.BONA.01570,POTR5,Populus tremuloides Michx.,BONA,8.0,16.3,Partially shaded,"Live, physically damaged",unknown
BONA_2019_NEON.PLA.D19.BONA.01571_174,NEON.PLA.D19.BONA.01571,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01571_174.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01571_174.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01571_174.tif,NEON.PLA.D19.BONA.01571,POTR5,Populus tremuloides Michx.,BONA,8.6,14.8,Partially shaded,Standing dead,unknown
BONA_2019_NEON.PLA.D19.BONA.01573_161,NEON.PLA.D19.BONA.01573,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01573_161.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01573_161.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01573_161.tif,NEON.PLA.D19.BONA.01573,POTR5,Populus tremuloides Michx.,BONA,12.1,22.7,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01574_162,NEON.PLA.D19.BONA.01574,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01574_162.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01574_162.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01574_162.tif,NEON.PLA.D19.BONA.01574,BENE4,Betula neoalaskana Sarg.,BONA,16.0,20.0,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01575_173,NEON.PLA.D19.BONA.01575,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01575_173.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01575_173.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01575_173.tif,NEON.PLA.D19.BONA.01575,POTR5,Populus tremuloides Michx.,BONA,10.4,13.8,Partially shaded,Standing dead,unknown
BONA_2019_NEON.PLA.D19.BONA.01576_164,NEON.PLA.D19.BONA.01576,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01576_164.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01576_164.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01576_164.tif,NEON.PLA.D19.BONA.01576,POTR5,Populus tremuloides Michx.,BONA,8.2,16.8,Partially shaded,Standing dead,unknown
BONA_2019_NEON.PLA.D19.BONA.01577_175,NEON.PLA.D19.BONA.01577,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01577_175.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01577_175.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01577_175.tif,NEON.PLA.D19.BONA.01577,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,3.0,10.1,Partially shaded,Standing dead,unknown
BONA_2019_NEON.PLA.D19.BONA.01578_176,NEON.PLA.D19.BONA.01578,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01578_176.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01578_176.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01578_176.tif,NEON.PLA.D19.BONA.01578,PIGL,Picea glauca (Moench) Voss,BONA,11.7,30.6,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01579_177,NEON.PLA.D19.BONA.01579,BONA,2019,478000,7228000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01579_177.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01579_177.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01579_177.tif,NEON.PLA.D19.BONA.01579,POTR5,Populus tremuloides Michx.,BONA,12.7,20.8,Partially shaded,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01605_914,NEON.PLA.D19.BONA.01605,BONA,2019,476000,7226000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01605_914.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01605_914.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01605_914.tif,NEON.PLA.D19.BONA.01605,PIMA,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",BONA,,10.0,,Live,unknown
BONA_2019_NEON.PLA.D19.BONA.01606_916,NEON.PLA.D19.BONA.01606,BONA,2019,476000,7226000,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/hsi/BONA_2019_NEON.PLA.D19.BONA.01606_916.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/lidar/BONA_2019_NEON.PLA.D19.BONA.01606_916.tif,/blue/azare/riteshchowdhry/Macrosystems/Data_files/hand_annotated_neon/curated_tiles_20250822/cropped_crowns_modality_organized/rgb/BONA_2019_NEON.PLA.D19.BONA.01606_916.tif,NEON.PLA.D19.BONA.01606,POTR5,Populus tremuloides Michx.,BONA,,12.8,Full sun,Live,unknown
